,Time,neg,neu,pos,compound,Score
228,2020-12-09,0.0,0.82,0.18,0.5574,1
229,2020-12-09,0.0,0.793,0.207,0.7615,1
230,2020-12-09,0.04,0.86,0.1,0.4475,1
231,2020-12-09,0.0,0.941,0.059,0.4019,1
232,2020-12-09,0.0,0.702,0.298,0.7003,1
233,2020-12-09,0.0,0.904,0.096,0.5994,1
234,2020-12-09,0.0,0.91,0.09,0.4364,1
235,2020-12-09,0.0,0.87,0.13,0.743,1
236,2020-12-09,0.0,0.904,0.096,0.5563,1
237,2020-12-09,0.0,0.954,0.046,0.296,1
238,2020-12-09,0.0,0.911,0.089,0.5719,1
239,2020-12-09,0.0,1.0,0.0,0.0,0
240,2020-12-09,0.0,1.0,0.0,0.0,0
241,2020-12-09,0.0,1.0,0.0,0.0,0
242,2020-12-09,0.0,1.0,0.0,0.0,0
243,2020-12-09,0.0,1.0,0.0,0.0,0
244,2020-12-09,0.0,1.0,0.0,0.0,0
245,2020-12-09,0.0,0.846,0.154,0.25,1
246,2020-12-09,0.0,0.784,0.216,0.296,1
247,2020-12-09,0.0,0.756,0.244,0.4404,1
248,2020-12-09,0.0,1.0,0.0,0.0,0
249,2020-12-09,0.0,0.925,0.075,0.296,1
250,2020-12-09,0.0,1.0,0.0,0.0,0
251,2020-12-09,0.0,1.0,0.0,0.0,0
252,2020-12-09,0.16,0.84,0.0,-0.2263,-1
253,2020-12-09,0.0,1.0,0.0,0.0,0
254,2020-12-09,0.0,1.0,0.0,0.0,0
255,2020-12-09,0.0,0.812,0.188,0.5267,1
256,2020-12-09,0.064,0.936,0.0,-0.2263,-1
257,2020-12-09,0.0,1.0,0.0,0.0,0
258,2020-12-09,0.0,1.0,0.0,0.0,0
259,2020-12-09,0.0,1.0,0.0,0.0,0
260,2020-12-09,0.069,0.889,0.042,-0.1195,-1
261,2020-12-09,0.0,1.0,0.0,0.0,0
262,2020-12-09,0.0,1.0,0.0,0.0,0
263,2020-12-09,0.0,1.0,0.0,0.0,0
264,2020-12-09,0.069,0.889,0.042,-0.1195,-1
265,2020-12-09,0.21,0.654,0.136,-0.1531,-1
266,2020-12-09,0.0,1.0,0.0,0.0,0
267,2020-12-09,0.0,0.78,0.22,0.8791,1
268,2020-12-09,0.0,0.874,0.126,0.7351,1
269,2020-12-09,0.0,0.721,0.279,0.9136,1
270,2020-12-09,0.0,0.808,0.192,0.6808,1
271,2020-12-09,0.069,0.889,0.042,-0.1195,-1
272,2020-12-08,0.0,0.908,0.092,0.368,1
273,2020-12-08,0.127,0.873,0.0,-0.357,-1
274,2020-12-08,0.0,1.0,0.0,0.0,0
275,2020-12-08,0.0,0.709,0.291,0.5719,1
276,2020-12-08,0.0,1.0,0.0,0.0,0
277,2020-12-08,0.0,1.0,0.0,0.0,0
278,2020-12-08,0.0,1.0,0.0,0.0,0
279,2020-12-08,0.0,1.0,0.0,0.0,0
280,2020-12-08,0.0,0.615,0.385,0.3612,1
281,2020-12-08,0.0,1.0,0.0,0.0,0
282,2020-12-08,0.0,1.0,0.0,0.0,0
283,2020-12-08,0.049,0.951,0.0,-0.3612,-1
284,2020-12-08,0.0,0.863,0.137,0.765,1
285,2020-12-08,0.13,0.802,0.069,-0.4084,-1
286,2020-12-08,0.0,0.718,0.282,0.9287,1
287,2020-12-08,0.0,1.0,0.0,0.0,0
288,2020-12-08,0.0,1.0,0.0,0.0,0
289,2020-12-08,0.0,1.0,0.0,0.0,0
290,2020-12-08,0.0,0.772,0.228,0.7579,1
291,2020-12-08,0.0,0.74,0.26,0.9001,1
292,2020-12-08,0.0,1.0,0.0,0.0,0
293,2020-12-08,0.0,1.0,0.0,0.0,0
294,2020-12-08,0.0,1.0,0.0,0.0,0
295,2020-12-08,0.062,0.937,0.0,-0.296,-1
296,2020-12-08,0.0,1.0,0.0,0.0,0
297,2020-12-08,0.0,1.0,0.0,0.0,0
298,2020-12-08,0.0,0.82,0.18,0.296,1
299,2020-12-08,0.0,0.785,0.215,0.7506,1
300,2020-12-08,0.0,1.0,0.0,0.0,0
301,2020-12-08,0.139,0.861,0.0,-0.2732,-1
302,2020-12-08,0.0,0.743,0.257,0.6369,1
303,2020-12-08,0.0,1.0,0.0,0.0,0
304,2020-12-08,0.0,1.0,0.0,0.0,0
305,2020-12-08,0.0,1.0,0.0,0.0,0
306,2020-12-08,0.0,1.0,0.0,0.0,0
307,2020-12-08,0.0,1.0,0.0,0.0,0
308,2020-12-08,0.0,0.841,0.159,0.7184,1
309,2020-12-08,0.0,0.658,0.342,0.6369,1
310,2020-12-08,0.0,0.868,0.132,0.4404,1
311,2020-12-08,0.0,1.0,0.0,0.0,0
312,2020-12-08,0.0,0.781,0.219,0.8555,1
313,2020-12-08,0.107,0.893,0.0,-0.0516,-1
314,2020-12-08,0.0,1.0,0.0,0.0,0
315,2020-12-08,0.0,1.0,0.0,0.0,0
316,2020-12-08,0.0,1.0,0.0,0.0,0
317,2020-12-08,0.0,0.743,0.257,0.6369,1
318,2020-12-08,0.0,0.743,0.257,0.6369,1
319,2020-12-08,0.0,1.0,0.0,0.0,0
320,2020-12-08,0.123,0.877,0.0,-0.2732,-1
321,2020-12-08,0.189,0.811,0.0,-0.2732,-1
322,2020-12-08,0.053,0.947,0.0,-0.3182,-1
323,2020-12-07,0.0,1.0,0.0,0.0,0
324,2020-12-07,0.0,0.957,0.043,0.25,1
325,2020-12-07,0.0,0.957,0.043,0.25,1
326,2020-12-07,0.0,0.954,0.046,0.2023,1
327,2020-12-07,0.097,0.584,0.318,0.5267,1
328,2020-12-07,0.0,1.0,0.0,0.0,0
329,2020-12-07,0.0,1.0,0.0,0.0,0
330,2020-12-07,0.0,1.0,0.0,0.0,0
331,2020-12-07,0.0,1.0,0.0,0.0,0
332,2020-12-07,0.0,1.0,0.0,0.0,0
333,2020-12-07,0.0,1.0,0.0,0.0,0
334,2020-12-07,0.0,1.0,0.0,0.0,0
335,2020-12-07,0.0,1.0,0.0,0.0,0
336,2020-12-07,0.0,1.0,0.0,0.0,0
337,2020-12-07,0.0,1.0,0.0,0.0,0
338,2020-12-07,0.0,0.917,0.083,0.2263,1
339,2020-12-07,0.0,1.0,0.0,0.0,0
340,2020-12-07,0.0,1.0,0.0,0.0,0
341,2020-12-07,0.0,1.0,0.0,0.0,0
342,2020-12-07,0.0,1.0,0.0,0.0,0
343,2020-12-07,0.0,0.758,0.242,0.4939,1
344,2020-12-07,0.0,1.0,0.0,0.0,0
345,2020-12-07,0.217,0.783,0.0,-0.3612,-1
346,2020-12-07,0.0,1.0,0.0,0.0,0
347,2020-12-06,0.0,0.924,0.076,0.4215,1
348,2020-12-06,0.0,1.0,0.0,0.0,0
349,2020-12-06,0.0,0.722,0.278,0.6124,1
350,2020-12-06,0.0,0.649,0.351,0.6597,1
351,2020-12-06,0.0,0.722,0.278,0.6124,1
352,2020-12-06,0.0,1.0,0.0,0.0,0
353,2020-12-06,0.0,1.0,0.0,0.0,0
354,2020-12-06,0.0,1.0,0.0,0.0,0
355,2020-12-06,0.0,1.0,0.0,0.0,0
356,2020-12-06,0.0,1.0,0.0,0.0,0
357,2020-12-06,0.0,0.893,0.107,0.5574,1
358,2020-12-05,0.0,1.0,0.0,0.0,0
359,2020-12-05,0.0,1.0,0.0,0.0,0
360,2020-12-05,0.0,0.859,0.141,0.6258,1
361,2020-12-05,0.0,0.737,0.263,0.836,1
362,2020-12-05,0.0,1.0,0.0,0.0,0
363,2020-12-05,0.0,0.893,0.107,0.5574,1
